1576447710,1576447710,1576447710,1576447710,1576447710,1576447720,1576447710,IBI,1576447710
32,32,32,64,4,1,10.250469,0.625029,4
9,18,59,0,0,52,10.891124,0.640654,36.89
10,17,59,0,0.637988,75,11.516152,0.625029,36.89
8,18,58,0,0.672577,67,12.156806,0.640654,36.89
8,17,59,0,0.920096,74,12.766209,0.609403,36.89
9,18,59,0,0.553702,76.2,17.078907,0.625029,36.89
9,18,58,0,0.546015,73.67,17.672684,0.593777,36.89
9,18,58,0,0.544734,71.29,18.297713,0.625029,36.89
10,18,59,0,0.543453,69.5,18.89149,0.593777,36.89
10,18,59,0,0.544734,70.11,23.15731,0.609403,36.89
9,17,58,0,0.543453,70.2,23.751087,0.593777,36.89
9,17,58,0,0.543453,69.91,24.376116,0.625029,36.89
9,17,58,0.01,0.542172,69.83,38.095494,0.812537,36.89
9,18,59,0.01,0.543453,69.62,40.892497,0.609403,36.89
9,18,59,0,0.543453,69.57,41.408145,0.515649,36.89
9,18,59,-0.03,0.542172,70.13,79.644271,0.593777,36.89
10,18,59,-0.05,0.543453,70.88,99.62956,0.625029,36.89
10,17,58,-0.05,0.540891,71.35,100.160835,0.531274,36.84
9,18,58,0,0.53961,71.67,100.754612,0.593777,36.84
9,18,59,0.13,0.53961,71.95,101.301512,0.5469,36.84
9,18,58,0.36,0.542172,72.2,111.364473,0.593777,36.84
9,18,58,0.66,0.53961,72.43,111.973876,0.609403,36.87
9,17,58,1.01,0.540891,72.45,158.788518,0.671906,36.87
9,17,59,1.37,0.53961,72.35,159.460424,0.671906,36.87
7,18,59,1.72,0.540891,72.25,160.147956,0.687531,36.87
9,18,59,2.06,0.53961,72.08,160.835487,0.687531,36.87
9,17,60,2.4,0.538329,71.69,161.507393,0.671906,36.87
8,18,59,2.79,0.53961,71.3,162.179299,0.671906,36.87
9,17,59,3.24,0.53961,71,162.851204,0.671906,36.87
9,18,59,3.8,0.534485,70.69,163.52311,0.671906,36.87
8,18,59,4.42,0.535767,70.33,164.195016,0.671906,36.87
9,18,59,5.06,0.533204,69.9,164.851296,0.65628,36.87
8,18,59,5.66,0.533204,69.66,165.507576,0.65628,36.87
9,18,59,6.2,0.530642,69.42,166.179482,0.671906,36.84
8,17,59,6.68,0.530642,69.15,166.835762,0.65628,36.84
8,18,59,7.15,0.530642,68.89,167.507668,0.671906,36.84
9,18,59,7.68,0.529361,68.44,168.179573,0.671906,36.84
8,18,59,8.31,0.529361,68.08,168.835853,0.65628,36.84
7,18,58,9.14,0.529361,67.79,169.523385,0.687531,36.84
9,18,59,10.09,0.530642,67.64,170.195291,0.671906,36.84
8,18,58,11.04,0.52808,67.57,170.867196,0.671906,36.84
8,18,58,11.88,0.526799,67.59,171.539102,0.671906,36.83
9,18,59,12.56,0.526799,67.57,172.226634,0.687531,36.83
8,18,59,13.14,0.526799,67.51,172.914165,0.687531,36.83
9,18,59,13.76,0.526799,67.55,173.570445,0.65628,36.83
10,17,60,14.65,0.526799,67.58,174.257977,0.687531,36.81
8,18,59,15.96,0.526799,67.63,174.945508,0.687531,36.81
7,18,59,17.91,0.525518,67.7,175.617414,0.671906,36.81
8,18,59,20.32,0.524237,67.75,176.304945,0.687531,36.81
8,18,59,22.9,0.525518,67.82,176.976851,0.671906,36.79
7,17,59,25.38,0.526799,67.94,177.648757,0.671906,36.79
7,17,59,27.58,0.526799,68.08,178.336288,0.687531,36.79
7,17,59,29.57,0.52808,68.21,179.02382,0.687531,36.79
7,18,59,31.68,0.530642,68.32,179.695725,0.671906,36.79
7,18,59,34.32,0.529361,68.44,180.367631,0.671906,36.79
6,18,59,37.81,0.529361,68.56,181.023911,0.65628,36.79
7,18,59,42.54,0.52808,68.66,181.695817,0.671906,36.79
7,18,59,48.15,0.52808,68.81,182.383348,0.687531,36.73
7,18,60,54.1,0.52808,68.93,183.055254,0.671906,36.73
6,18,60,59.83,0.52808,69.05,183.742786,0.687531,36.73
7,18,60,64.97,0.530642,69.15,184.399066,0.65628,36.73
6,18,60,69.59,0.530642,69.57,185.070971,0.671906,36.75
9,18,62,74.15,0.533204,69.27,185.727252,0.65628,36.75
8,18,62,79.35,0.537048,69.77,186.399157,0.671906,36.75
8,18,61,85.7,0.542172,69.45,187.086689,0.687531,36.75
7,18,60,93.76,0.548578,69.38,187.758595,0.671906,36.73
7,17,60,102.99,0.556264,69.75,188.446126,0.687531,36.73
7,18,60,112.62,0.561389,70.23,189.118032,0.671906,36.73
7,18,59,121.75,0.569075,70.85,189.789937,0.671906,36.73
6,18,57,129.81,0.579324,71.17,190.477469,0.687531,36.73
7,18,57,136.8,0.581886,71.55,191.149375,0.671906,36.73
7,18,58,143.33,0.584448,72,191.82128,0.671906,36.73
8,19,58,150.7,0.588292,72.57,192.493186,0.671906,36.73
9,19,59,157.62,0.588292,73.15,193.165092,0.671906,36.73
9,19,59,166.34,0.589573,73.68,193.852623,0.687531,36.73
9,20,59,177.51,0.589573,74.08,194.540155,0.687531,36.73
9,19,58,191.24,0.588292,74.42,195.227686,0.687531,36.73
9,19,58,206.35,0.588292,74.8,195.899592,0.671906,36.71
9,18,58,219.94,0.585729,75.23,196.587124,0.687531,36.71
8,18,58,227.63,0.584448,75.67,197.274655,0.687531,36.71
8,18,57,224.74,0.583167,76.12,197.977812,0.703157,36.71
9,18,59,207.87,0.576762,76.57,198.649718,0.671906,36.71
9,19,59,176.12,0.572918,77.08,199.33725,0.687531,36.71
8,19,58,131.89,0.572918,77.65,200.009155,0.671906,36.71
9,19,58,79.06,0.569075,78.2,200.696687,0.687531,36.71
10,18,58,22,0.567794,78.8,201.368593,0.671906,36.68
9,17,56,-36.03,0.566513,79.52,202.040498,0.671906,36.68
9,18,57,-93.49,0.566513,80.25,202.72803,0.687531,36.68
10,18,59,-150.17,0.565232,80.95,203.415561,0.687531,36.68
9,18,59,-206.26,0.56267,81.68,204.087467,0.671906,36.66
7,18,58,-261.53,0.561389,82.47,204.743747,0.65628,36.66
7,18,57,-315.16,0.561389,83.3,205.415653,0.671906,36.66
10,18,59,-365.62,0.556264,84.05,206.087559,0.671906,36.66
9,18,59,-411.89,0.556264,84.8,206.759464,0.671906,36.66
9,18,59,-453.17,0.554983,85.58,207.415744,0.65628,36.66
10,18,59,-488.81,0.554983,86.35,208.072024,0.65628,36.66
9,18,59,-517.97,0.552421,87.22,208.728304,0.65628,36.66
9,18,59,-539.38,0.552421,88.05,209.384584,0.65628,36.65
9,19,58,-551.45,0.55114,88.82,210.05649,0.671906,36.65
10,19,58,-552.57,0.549859,89.5,210.728396,0.671906,36.65
9,19,58,-541.67,0.549859,90.12,211.400302,0.671906,36.65
9,18,58,-518.42,0.549859,90.67,212.072207,0.671906,36.65
9,19,58,-483.77,0.549859,91.22,212.728487,0.65628,36.65
9,18,58,-439.6,0.548578,91.8,213.400393,0.671906,36.65
11,19,59,-388.41,0.546015,92.32,214.056673,0.65628,36.65
